	book_id	goodreads_book_id	best_book_id	work_id	books_count	isbn	isbn13	authors	original_publication_year	original_title	title	language_code	average_rating	ratings_count	work_ratings_count	work_text_reviews_count	ratings_1	ratings_2	ratings_3	ratings_4	ratings_5	image_url	small_image_url	processed_x	asin	category	salesrank	processed_y
683	716	531350	25402194	2416287	101	446579920	9780446579930.0	Nicholas Sparks	2007.0	The Choice	The Choice	en-US	3.99	93479	128525	6808	2160	7288	28349	42867	47861	https://images.gr-assets.com/books/1385739133m/531350.jpg	https://images.gr-assets.com/books/1385739133s/531350.jpg	thechoice	0312928831	Book	522714	thechoice
684	716	531350	25402194	2416287	101	446579920	9780446579930.0	Nicholas Sparks	2007.0	The Choice	The Choice	en-US	3.99	93479	128525	6808	2160	7288	28349	42867	47861	https://images.gr-assets.com/books/1385739133m/531350.jpg	https://images.gr-assets.com/books/1385739133s/531350.jpg	thechoice	0972233210	Book	711389	thechoice
685	716	531350	25402194	2416287	101	446579920	9780446579930.0	Nicholas Sparks	2007.0	The Choice	The Choice	en-US	3.99	93479	128525	6808	2160	7288	28349	42867	47861	https://images.gr-assets.com/books/1385739133m/531350.jpg	https://images.gr-assets.com/books/1385739133s/531350.jpg	thechoice	0553245767	Book	3860	thechoice
686	727	101299	101299	23684	183	375408266	9780375408270.0	Bernhard Schlink, Carol Brown Janeway	1995.0	Der Vorleser	The Reader	eng	3.73	119911	141705	8529	2975	10982	39603	55731	32414	https://images.gr-assets.com/books/1327936339m/101299.jpg	https://images.gr-assets.com/books/1327936339s/101299.jpg	dervorleser	0375707972	Book	4453	thereader
687	727	101299	101299	23684	183	375408266	9780375408270.0	Bernhard Schlink, Carol Brown Janeway	1995.0	Der Vorleser	The Reader	eng	3.73	119911	141705	8529	2975	10982	39603	55731	32414	https://images.gr-assets.com/books/1327936339m/101299.jpg	https://images.gr-assets.com/books/1327936339s/101299.jpg	dervorleser	0375408282	Book	173003	thereader
688	728	759611	759611	810506	77	805047905	9780805047900.0	Bill Martin Jr., Eric Carle	1967.0	Brown Bear, Brown Bear, What Do You See?	Brown Bear, Brown Bear, What Do You See?	eng	4.19	125668	127162	2731	2280	6108	22298	31492	64984	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	brownbearbrownbearwhatdoyousee	0805002014	Book	342443	brownbearbrownbearwhatdoyousee
689	728	759611	759611	810506	77	805047905	9780805047900.0	Bill Martin Jr., Eric Carle	1967.0	Brown Bear, Brown Bear, What Do You See?	Brown Bear, Brown Bear, What Do You See?	eng	4.19	125668	127162	2731	2280	6108	22298	31492	64984	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	brownbearbrownbearwhatdoyousee	0805017445	Book	9427	brownbearbrownbearwhatdoyousee
690	728	759611	759611	810506	77	805047905	9780805047900.0	Bill Martin Jr., Eric Carle	1967.0	Brown Bear, Brown Bear, What Do You See?	Brown Bear, Brown Bear, What Do You See?	eng	4.19	125668	127162	2731	2280	6108	22298	31492	64984	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	brownbearbrownbearwhatdoyousee	0805047905	Book	171	brownbearbrownbearwhatdoyousee
691	730	5308	5308	195832	233	142000698	9780142000690.0	John Steinbeck	1947.0	The Pearl of the World	The Pearl	eng	3.41	133264	145891	6121	8757	18361	48458	45467	24848	https://images.gr-assets.com/books/1437234939m/5308.jpg	https://images.gr-assets.com/books/1437234939s/5308.jpg	thepearloftheworld	1562011014	Book	1055925	thepearl
692	730	5308	5308	195832	233	142000698	9780142000690.0	John Steinbeck	1947.0	The Pearl of the World	The Pearl	eng	3.41	133264	145891	6121	8757	18361	48458	45467	24848	https://images.gr-assets.com/books/1437234939m/5308.jpg	https://images.gr-assets.com/books/1437234939s/5308.jpg	thepearloftheworld	158288000X	Book	464283	thepearl
693	730	5308	5308	195832	233	142000698	9780142000690.0	John Steinbeck	1947.0	The Pearl of the World	The Pearl	eng	3.41	133264	145891	6121	8757	18361	48458	45467	24848	https://images.gr-assets.com/books/1437234939m/5308.jpg	https://images.gr-assets.com/books/1437234939s/5308.jpg	thepearloftheworld	0345410041	Book	19224	thepearl
694	730	5308	5308	195832	233	142000698	9780142000690.0	John Steinbeck	1947.0	The Pearl of the World	The Pearl	eng	3.41	133264	145891	6121	8757	18361	48458	45467	24848	https://images.gr-assets.com/books/1437234939m/5308.jpg	https://images.gr-assets.com/books/1437234939s/5308.jpg	thepearloftheworld	014017737X	Book	594	thepearl
695	731	179780	179780	1945267	1	61007226	9780061007220.0	William Peter Blatty	1971.0	The Exorcist	The Exorcist	en-US	4.14	124467	130575	2850	2211	4877	22809	43470	57208	https://images.gr-assets.com/books/1375168676m/179780.jpg	https://images.gr-assets.com/books/1375168676s/179780.jpg	theexorcist	0061007226	Book	52294	theexorcist
696	733	77142	77142	1677615	97	067976402X	9780679764020.0	David Guterson	1994.0	Snow Falling on Cedars	Snow Falling on Cedars	eng	3.8	131945	136212	3881	2507	9023	35994	54408	34280	https://images.gr-assets.com/books/1479863528m/77142.jpg	https://images.gr-assets.com/books/1479863528s/77142.jpg	snowfallingoncedars	0375408118	Book	417032	snowfallingoncedars
697	733	77142	77142	1677615	97	067976402X	9780679764020.0	David Guterson	1994.0	Snow Falling on Cedars	Snow Falling on Cedars	eng	3.8	131945	136212	3881	2507	9023	35994	54408	34280	https://images.gr-assets.com/books/1479863528m/77142.jpg	https://images.gr-assets.com/books/1479863528s/77142.jpg	snowfallingoncedars	0375404686	Book	248990	snowfallingoncedars
698	735	96358	96358	551787	69	930289455	9780930289450.0	Alan Moore, Brian Bolland, Tim Sale	1988.0	Batman: The Killing Joke 	Batman: The Killing Joke	eng	4.36	113855	123312	3711	883	2751	14311	38045	67322	https://images.gr-assets.com/books/1346331835m/96358.jpg	https://images.gr-assets.com/books/1346331835s/96358.jpg	batmanthekillingjoke	0930289455	Book	1228	batmanthekillingjoke
699	736	16981	16981	170957	109	679732764	9780679732760.0	Ralph Ellison	1952.0	Invisible Man	Invisible Man	eng	3.84	123073	127464	4160	4351	10006	28935	43080	41092	https://images.gr-assets.com/books/1352854247m/16981.jpg	https://images.gr-assets.com/books/1352854247s/16981.jpg	invisibleman	0679732764	Book	426	invisibleman
700	739	39662	39662	2248680	132	751514624	9780751514630.0	Stephen King	1982.0	Different Seasons	Different Seasons	eng	4.34	105961	138206	3148	435	2223	17523	48177	69848	https://images.gr-assets.com/books/1329662611m/39662.jpg	https://images.gr-assets.com/books/1329662611s/39662.jpg	differentseasons	0808517635	Book	536109	differentseasons
701	739	39662	39662	2248680	132	751514624	9780751514630.0	Stephen King	1982.0	Different Seasons	Different Seasons	eng	4.34	105961	138206	3148	435	2223	17523	48177	69848	https://images.gr-assets.com/books/1329662611m/39662.jpg	https://images.gr-assets.com/books/1329662611s/39662.jpg	differentseasons	0670272663	Book	115371	differentseasons
702	741	33926	33926	33947	61	143035479	9780143035470.0	Melissa Bank	1998.0	The Girls' Guide to Hunting and Fishing	The Girls' Guide to Hunting and Fishing		3.29	113977	118017	2809	11089	16858	37528	32016	20526	https://images.gr-assets.com/books/1309210476m/33926.jpg	https://images.gr-assets.com/books/1309210476s/33926.jpg	thegirlsguidetohuntingandfishing	067088300X	Book	23212	thegirlsguidetohuntingandfishing
703	741	33926	33926	33947	61	143035479	9780143035470.0	Melissa Bank	1998.0	The Girls' Guide to Hunting and Fishing	The Girls' Guide to Hunting and Fishing		3.29	113977	118017	2809	11089	16858	37528	32016	20526	https://images.gr-assets.com/books/1309210476m/33926.jpg	https://images.gr-assets.com/books/1309210476s/33926.jpg	thegirlsguidetohuntingandfishing	0141800283	Book	133907	thegirlsguidetohuntingandfishing
704	741	33926	33926	33947	61	143035479	9780143035470.0	Melissa Bank	1998.0	The Girls' Guide to Hunting and Fishing	The Girls' Guide to Hunting and Fishing		3.29	113977	118017	2809	11089	16858	37528	32016	20526	https://images.gr-assets.com/books/1309210476m/33926.jpg	https://images.gr-assets.com/books/1309210476s/33926.jpg	thegirlsguidetohuntingandfishing	0140293248	Book	1962	thegirlsguidetohuntingandfishing
705	743	28881	28881	3346728	51	380813815	9780380813810.0	Christopher Moore	2002.0	Lamb: The Gospel According to Biff, Christ's Childhood Pal	Lamb: The Gospel According to Biff, Christ's Childhood Pal	en-US	4.26	118576	125861	10411	2392	4578	16179	37102	65610	https://images.gr-assets.com/books/1331419009m/28881.jpg	https://images.gr-assets.com/books/1331419009s/28881.jpg	lambthegospelaccordingtobiffchristschildhoodpal	0380978407	Book	72335	lambthegospelaccordingtobiffchristschildhoodpal
706	744	6708	6708	840520	153	1577314808	9781577314810.0	Eckhart Tolle	1997.0	The Power of Now	The Power of Now: A Guide to Spiritual Enlightenment	eng	4.1	104549	112730	5376	3440	6131	17848	33175	52136	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	thepowerofnow	1577311523	Book	679	thepowerofnowaguidetospiritualenlightenment
707	744	6708	6708	840520	153	1577314808	9781577314810.0	Eckhart Tolle	1997.0	The Power of Now	The Power of Now: A Guide to Spiritual Enlightenment	eng	4.1	104549	112730	5376	3440	6131	17848	33175	52136	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	thepowerofnow	1577312082	Book	2753	thepowerofnowaguidetospiritualenlightenment
708	744	6708	6708	840520	153	1577314808	9781577314810.0	Eckhart Tolle	1997.0	The Power of Now	The Power of Now: A Guide to Spiritual Enlightenment	eng	4.1	104549	112730	5376	3440	6131	17848	33175	52136	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	thepowerofnow	1577311760	Book	80523	thepowerofnowaguidetospiritualenlightenment
709	749	15753740	15753740	21449403	62	1439102767	9781439102760.0	Jodi Picoult	2013.0	The Storyteller	The Storyteller	eng	4.26	109313	125264	13923	1206	3199	15490	47104	58265	https://images.gr-assets.com/books/1356328634m/15753740.jpg	https://images.gr-assets.com/books/1356328634s/15753740.jpg	thestoryteller	0140143491	Book	733985	thestoryteller
710	749	15753740	15753740	21449403	62	1439102767	9781439102760.0	Jodi Picoult	2013.0	The Storyteller	The Storyteller	eng	4.26	109313	125264	13923	1206	3199	15490	47104	58265	https://images.gr-assets.com/books/1356328634m/15753740.jpg	https://images.gr-assets.com/books/1356328634s/15753740.jpg	thestoryteller	0312420285	Book	188653	thestoryteller
711	757	256008	256008	3281465	57	067168390X	9780671683900.0	Larry McMurtry	1985.0	Lonesome Dove	Lonesome Dove	en-US	4.47	111498	116430	5343	1080	2179	10686	29526	72959	https://images.gr-assets.com/books/1378573063m/256008.jpg	https://images.gr-assets.com/books/1378573063s/256008.jpg	lonesomedove	067168390X	Book	3357	lonesomedove
712	758	32145	32145	1188203	48	393324826	9780393324820.0	Mary Roach	2003.0	Stiff: The Curious Lives of Human Cadavers	Stiff: The Curious Lives of Human Cadavers	eng	4.05	122502	128102	10513	1992	5132	24229	49580	47169	https://images.gr-assets.com/books/1347656489m/32145.jpg	https://images.gr-assets.com/books/1347656489s/32145.jpg	stiffthecuriouslivesofhumancadavers	0393050939	Book	7347	stiffthecuriouslivesofhumancadavers
713	762	375013	375013	3127624	134	340606517	9780340606510.0	Thomas Keneally	1982.0	Schindler's Ark	Schindler's List	eng	4.34	108338	113156	1605	1225	2361	12913	36982	59675	https://images.gr-assets.com/books/1348163457m/375013.jpg	https://images.gr-assets.com/books/1348163457s/375013.jpg	schindlersark	0671516884	Book	501758	schindlerslist
714	762	375013	375013	3127624	134	340606517	9780340606510.0	Thomas Keneally	1982.0	Schindler's Ark	Schindler's List	eng	4.34	108338	113156	1605	1225	2361	12913	36982	59675	https://images.gr-assets.com/books/1348163457m/375013.jpg	https://images.gr-assets.com/books/1348163457s/375013.jpg	schindlersark	0671880314	Book	9929	schindlerslist
715	762	375013	375013	3127624	134	340606517	9780340606510.0	Thomas Keneally	1982.0	Schindler's Ark	Schindler's List	eng	4.34	108338	113156	1605	1225	2361	12913	36982	59675	https://images.gr-assets.com/books/1348163457m/375013.jpg	https://images.gr-assets.com/books/1348163457s/375013.jpg	schindlersark	0785733280	Book	1744873	schindlerslist
716	763	11337	11337	1987778	104	452287065	9780452287070.0	Toni Morrison	1970.0	The Bluest Eye	The Bluest Eye	eng	3.99	109944	121866	4963	2409	6094	24867	45871	42625	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	thebluesteye	0375411550	Book	31851	thebluesteye
717	763	11337	11337	1987778	104	452287065	9780452287070.0	Toni Morrison	1970.0	The Bluest Eye	The Bluest Eye	eng	3.99	109944	121866	4963	2409	6094	24867	45871	42625	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	thebluesteye	0375416536	Book	115161	thebluesteye
718	763	11337	11337	1987778	104	452287065	9780452287070.0	Toni Morrison	1970.0	The Bluest Eye	The Bluest Eye	eng	3.99	109944	121866	4963	2409	6094	24867	45871	42625	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	thebluesteye	0452282195	Book	1550	thebluesteye
719	767	110737	110737	17572	63	345465083	9780345465080.0	Laura Hillenbrand	1999.0	Seabiscuit	Seabiscuit: An American Legend	en-US	4.2	111497	116984	3636	1391	3451	18065	41881	52196	https://images.gr-assets.com/books/1171644213m/110737.jpg	https://images.gr-assets.com/books/1171644213s/110737.jpg	seabiscuit	0449005615	Book	3237	seabiscuitanamericanlegend
720	767	110737	110737	17572	63	345465083	9780345465080.0	Laura Hillenbrand	1999.0	Seabiscuit	Seabiscuit: An American Legend	en-US	4.2	111497	116984	3636	1391	3451	18065	41881	52196	https://images.gr-assets.com/books/1171644213m/110737.jpg	https://images.gr-assets.com/books/1171644213s/110737.jpg	seabiscuit	0375417141	Book	218786	seabiscuitanamericanlegend
721	767	110737	110737	17572	63	345465083	9780345465080.0	Laura Hillenbrand	1999.0	Seabiscuit	Seabiscuit: An American Legend	en-US	4.2	111497	116984	3636	1391	3451	18065	41881	52196	https://images.gr-assets.com/books/1171644213m/110737.jpg	https://images.gr-assets.com/books/1171644213s/110737.jpg	seabiscuit	0375502912	Book	12273	seabiscuitanamericanlegend
722	769	188572	188572	7492217	301	553328255	9780553328260.0	Arthur Conan Doyle	1894.0	The Complete Sherlock Holmes	The Complete Sherlock Holmes	eng	4.5	109754	126558	2774	471	1125	10089	37928	76945	https://images.gr-assets.com/books/1465539139m/188572.jpg	https://images.gr-assets.com/books/1465539139s/188572.jpg	thecompletesherlockholmes	0517220784	Book	4708	thecompletesherlockholmes
723	770	13006	13006	2796883	1129	198320272	9780198320270.0	William Shakespeare, Roma Gill	1599.0	The Tragedy of Julius Caesar	Julius Caesar	eng	3.65	119933	135918	3044	3318	13030	42014	46750	30806	https://images.gr-assets.com/books/1354574927m/13006.jpg	https://images.gr-assets.com/books/1354574927s/13006.jpg	thetragedyofjuliuscaesar	0671722719	Book	246638	juliuscaesar
724	770	13006	13006	2796883	1129	198320272	9780198320270.0	William Shakespeare, Roma Gill	1599.0	The Tragedy of Julius Caesar	Julius Caesar	eng	3.65	119933	135918	3044	3318	13030	42014	46750	30806	https://images.gr-assets.com/books/1354574927m/13006.jpg	https://images.gr-assets.com/books/1354574927s/13006.jpg	thetragedyofjuliuscaesar	0140714685	Book	101242	juliuscaesar
725	772	30289	30289	1625515	842	140449140	9780140449140.0	Plato, Desmond Lee	-380.0	Πολιτεία	The Republic	eng	3.9	110274	122747	2261	2772	7531	29394	42284	40766	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	Πολιτεία	0393314677	Book	1243	therepublic
726	776	567616	567616	347606	8	714836257	9780714836260.0	Phaidon Press	1997.0		The Art Book	eng	3.79	102746	102988	192	7128	7874	22124	28325	37537	https://images.gr-assets.com/books/1411210646m/567616.jpg	https://images.gr-assets.com/books/1411210646s/567616.jpg	nan	0714836257	Book	15374	theartbook
727	776	567616	567616	347606	8	714836257	9780714836260.0	Phaidon Press	1997.0		The Art Book	eng	3.79	102746	102988	192	7128	7874	22124	28325	37537	https://images.gr-assets.com/books/1411210646m/567616.jpg	https://images.gr-assets.com/books/1411210646s/567616.jpg	nan	0714829846	Book	106093	theartbook
728	779	5211	5211	865827	79	140003065X	9781400030650.0	Rohinton Mistry	1996.0	A Fine Balance	A Fine Balance	eng	4.34	99252	104516	7227	1477	3066	11254	31034	57685	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	afinebalance	140003065X	Book	1091	afinebalance
729	779	5211	5211	865827	79	140003065X	9781400030650.0	Rohinton Mistry	1996.0	A Fine Balance	A Fine Balance	eng	4.34	99252	104516	7227	1477	3066	11254	31034	57685	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	afinebalance	0375414819	Book	254998	afinebalance
730	780	77727	77727	2110010	24	836220889	9780836220890.0	Bill Watterson, G.B. Trudeau	1987.0	Calvin and Hobbes	Calvin and Hobbes	en-US	4.61	117788	118294	684	980	1435	7684	22365	85830	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	calvinandhobbes	0833554530	Book	931914	calvinandhobbes
731	780	77727	77727	2110010	24	836220889	9780836220890.0	Bill Watterson, G.B. Trudeau	1987.0	Calvin and Hobbes	Calvin and Hobbes	en-US	4.61	117788	118294	684	980	1435	7684	22365	85830	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	calvinandhobbes	0836220889	Book	38302	calvinandhobbes
732	782	58345	58345	1970518	452	543898083	9780543898080.0	Kate Chopin	1899.0	The Awakening	The Awakening	eng	3.63	125474	137455	5662	7523	14751	35125	44172	35884	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	theawakening	0345462351	Book	263926	theawakening
733	782	58345	58345	1970518	452	543898083	9780543898080.0	Kate Chopin	1899.0	The Awakening	The Awakening	eng	3.63	125474	137455	5662	7523	14751	35125	44172	35884	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	theawakening	0671743783	Book	158649	theawakening
734	782	58345	58345	1970518	452	543898083	9780543898080.0	Kate Chopin	1899.0	The Awakening	The Awakening	eng	3.63	125474	137455	5662	7523	14751	35125	44172	35884	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	theawakening	0808509535	Book	902274	theawakening
735	782	58345	58345	1970518	452	543898083	9780543898080.0	Kate Chopin	1899.0	The Awakening	The Awakening	eng	3.63	125474	137455	5662	7523	14751	35125	44172	35884	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	theawakening	0736629688	Book	2772145	theawakening
736	782	58345	58345	1970518	452	543898083	9780543898080.0	Kate Chopin	1899.0	The Awakening	The Awakening	eng	3.63	125474	137455	5662	7523	14751	35125	44172	35884	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	theawakening	055321330X	Book	62224	theawakening
737	782	58345	58345	1970518	452	543898083	9780543898080.0	Kate Chopin	1899.0	The Awakening	The Awakening	eng	3.63	125474	137455	5662	7523	14751	35125	44172	35884	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	theawakening	0971914702	Book	1231818	theawakening
738	786	30120	30120	2501867	24	60513098	9780060513090.0	Shel Silverstein	1996.0	Falling Up	Falling Up	en-US	4.33	111779	114990	1281	1209	2879	15625	32073	63204	https://images.gr-assets.com/books/1327871908m/30120.jpg	https://images.gr-assets.com/books/1327871908s/30120.jpg	fallingup	0060513098	Book	1612377	fallingup
739	788	23955	135836	1087421	112	2020336464	9782020336470.0	Irvine Welsh, Eric Lindor Fall	1993.0	Trainspotting	Trainspotting	fre	4.07	59453	110677	2029	1757	4329	19778	42833	41980	https://images.gr-assets.com/books/1375258001m/23955.jpg	https://images.gr-assets.com/books/1375258001s/23955.jpg	trainspotting	0393057240	Book	267739	trainspotting
740	788	23955	135836	1087421	112	2020336464	9782020336470.0	Irvine Welsh, Eric Lindor Fall	1993.0	Trainspotting	Trainspotting	fre	4.07	59453	110677	2029	1757	4329	19778	42833	41980	https://images.gr-assets.com/books/1375258001m/23955.jpg	https://images.gr-assets.com/books/1375258001s/23955.jpg	trainspotting	0393314804	Book	6131	trainspotting
741	790	6596	6596	376130	82	1878424505	9781878424500.0	Miguel Ruiz	1997.0	The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book	The Four Agreements: A Practical Guide to Personal Freedom		4.12	97016	112472	6132	2463	5818	19047	33836	51308	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	thefouragreementsapracticalguidetopersonalfreedomatoltecwisdombook	1878424319	Book	139	thefouragreementsapracticalguidetopersonalfreedom
742	790	6596	6596	376130	82	1878424505	9781878424500.0	Miguel Ruiz	1997.0	The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book	The Four Agreements: A Practical Guide to Personal Freedom		4.12	97016	112472	6132	2463	5818	19047	33836	51308	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	thefouragreementsapracticalguidetopersonalfreedomatoltecwisdombook	1878424432	Book	48665	thefouragreementsapracticalguidetopersonalfreedom
743	791	6614960	6614960	6809039	7	743296435	9780743296430.0	Jodi Picoult	2010.0	House Rules	House Rules	en-US	4.01	111239	119767	9871	1155	5434	25143	47540	40495	https://images.gr-assets.com/books/1290479868m/6614960.jpg	https://images.gr-assets.com/books/1290479868s/6614960.jpg	houserules	0786707445	Book	397233	houserules
744	793	3980	3980	1384549	83	744583276	9780744583270.0	E.L. Konigsburg	1967.0	From the Mixed-Up Files of Mrs. Basil E. Frankweiler	From the Mixed-Up Files of Mrs. Basil E. Frankweiler	eng	4.15	134537	144108	5440	1943	5209	25045	49509	62402	https://images.gr-assets.com/books/1327784751m/3980.jpg	https://images.gr-assets.com/books/1327784751s/3980.jpg	fromthemixedupfilesofmrsbasilefrankweiler	0689711816	Book	1414	fromthemixedupfilesofmrsbasilefrankweiler
745	793	3980	3980	1384549	83	744583276	9780744583270.0	E.L. Konigsburg	1967.0	From the Mixed-Up Files of Mrs. Basil E. Frankweiler	From the Mixed-Up Files of Mrs. Basil E. Frankweiler	eng	4.15	134537	144108	5440	1943	5209	25045	49509	62402	https://images.gr-assets.com/books/1327784751m/3980.jpg	https://images.gr-assets.com/books/1327784751s/3980.jpg	fromthemixedupfilesofmrsbasilefrankweiler	0807275565	Book	181104	fromthemixedupfilesofmrsbasilefrankweiler
746	793	3980	3980	1384549	83	744583276	9780744583270.0	E.L. Konigsburg	1967.0	From the Mixed-Up Files of Mrs. Basil E. Frankweiler	From the Mixed-Up Files of Mrs. Basil E. Frankweiler	eng	4.15	134537	144108	5440	1943	5209	25045	49509	62402	https://images.gr-assets.com/books/1327784751m/3980.jpg	https://images.gr-assets.com/books/1327784751s/3980.jpg	fromthemixedupfilesofmrsbasilefrankweiler	0689205864	Book	6129	fromthemixedupfilesofmrsbasilefrankweiler
747	793	3980	3980	1384549	83	744583276	9780744583270.0	E.L. Konigsburg	1967.0	From the Mixed-Up Files of Mrs. Basil E. Frankweiler	From the Mixed-Up Files of Mrs. Basil E. Frankweiler	eng	4.15	134537	144108	5440	1943	5209	25045	49509	62402	https://images.gr-assets.com/books/1327784751m/3980.jpg	https://images.gr-assets.com/books/1327784751s/3980.jpg	fromthemixedupfilesofmrsbasilefrankweiler	0807208736	Book	1041161	fromthemixedupfilesofmrsbasilefrankweiler
748	793	3980	3980	1384549	83	744583276	9780744583270.0	E.L. Konigsburg	1967.0	From the Mixed-Up Files of Mrs. Basil E. Frankweiler	From the Mixed-Up Files of Mrs. Basil E. Frankweiler	eng	4.15	134537	144108	5440	1943	5209	25045	49509	62402	https://images.gr-assets.com/books/1327784751m/3980.jpg	https://images.gr-assets.com/books/1327784751s/3980.jpg	fromthemixedupfilesofmrsbasilefrankweiler	0440431808	Book	17214	fromthemixedupfilesofmrsbasilefrankweiler
749	795	4271	4271	2961843	138	140285679	9780140285670.0	Nick Hornby	1998.0	About a Boy	About a Boy	en-US	3.79	101999	112161	2794	1127	5639	32252	49493	23650	https://images.gr-assets.com/books/1382004144m/4271.jpg	https://images.gr-assets.com/books/1382004144s/4271.jpg	aboutaboy	1573227331	Book	5175	aboutaboy
750	799	32423	32423	2200683	99		9780425188800.0	Dean Koontz	1987.0	Watchers	Watchers		4.16	109595	113984	2687	1253	3766	20833	38155	49977	https://images.gr-assets.com/books/1308458930m/32423.jpg	https://images.gr-assets.com/books/1308458930s/32423.jpg	watchers	0425107469	Book	352828	watchers
751	799	32423	32423	2200683	99		9780425188800.0	Dean Koontz	1987.0	Watchers	Watchers		4.16	109595	113984	2687	1253	3766	20833	38155	49977	https://images.gr-assets.com/books/1308458930m/32423.jpg	https://images.gr-assets.com/books/1308458930s/32423.jpg	watchers	083351895X	Book	813563	watchers
752	800	821611	821611	1602613	298	553213873	9780553213870.0	Helen Keller	1902.0	The Story of My Life	The Story of My Life	eng	4.07	107313	110056	1683	2514	4654	20960	36225	45703	https://images.gr-assets.com/books/1320429331m/821611.jpg	https://images.gr-assets.com/books/1320429331s/821611.jpg	thestoryofmylife	0306807386	Book	76321	thestoryofmylife
